supplier_id,supplier_name,product_id,lead_time,supplier_rating
SUP544,Silva Ltd,P2771,20,3.9
SUP545,Caldwell-Terry,P8746,15,3.6
SUP546,Johns PLC,P3562,13,4.9
SUP547,Miller-Hensley,P3815,13,4.2
SUP548,Kim Group,P4652,15,4.9
SUP549,Castillo-Esparza,P4775,5,2.6
SUP550,"Scott, Hart and Walker",P4897,3,3.6
SUP551,"Long, Brooks and Avila",P5316,15,4.3
SUP552,"Wu, Dudley and Jones",P4805,10,2.5
SUP553,Meyers Group,P186,12,2.7
SUP554,Zamora-Skinner,P5625,19,4.7
SUP555,Smith and Sons,P2493,20,3.1
SUP556,Powell-Browning,P8741,8,4.8
SUP557,Scott-Wright,P7826,9,4.4
SUP558,Kaiser Group,P5947,9,3.7
SUP559,Donovan PLC,P4052,11,2.8
SUP560,Price PLC,P7039,9,4.4
SUP561,"Briggs, Contreras and Perez",P2739,19,4.0
SUP562,"Martin, Hunter and Campbell",P3296,12,2.9
SUP563,"King, Hall and Edwards",P8150,7,2.6
SUP564,Horn PLC,P3114,8,4.2
SUP565,Anderson-Gross,P2437,20,3.3
SUP566,"Smith, Vega and Anderson",P4849,6,3.7
SUP567,"Russell, Watson and Lloyd",P6949,8,3.1
SUP568,Noble LLC,P4409,4,3.7
SUP569,Austin-Thompson,P5880,8,2.9
SUP570,Walton-Thompson,P3010,15,4.4
SUP571,"Gonzalez, Smith and Lopez",P5427,6,3.6
SUP572,Ford Ltd,P5605,20,3.1
SUP573,Wilson Group,P9509,4,5.0
SUP574,Thomas and Sons,P7484,12,2.8
SUP575,Torres Ltd,P387,9,4.4
SUP576,Frye-Zimmerman,P2355,3,4.4
SUP577,Rice-Lynch,P2194,9,3.4
SUP578,Butler-Casey,P5674,16,2.6
SUP579,"Hall, Peters and Parker",P2658,16,3.4
SUP580,"Hancock, Mckay and Martin",P9978,9,3.5
SUP581,Cohen Ltd,P2714,18,4.3
SUP582,Watson and Sons,P4453,12,2.9
SUP583,Arellano LLC,P4482,8,2.9
SUP584,Holt PLC,P2863,11,4.1
SUP585,Myers-Ross,P6221,17,4.5
SUP586,Pineda and Sons,P3234,12,4.7
SUP587,Campbell-Schroeder,P799,11,3.1
SUP588,Shields Group,P7192,4,4.0
SUP589,"Bryant, Willis and Wiley",P8299,19,3.7
SUP590,Morris-Walker,P951,16,4.0
SUP591,"Lewis, Bailey and Jones",P7064,3,4.5
SUP592,Walker-Hansen,P5092,11,5.0
SUP593,Jones LLC,P800,8,2.7
SUP594,Patton-Torres,P6786,10,3.6
SUP595,Davis-Pennington,P1285,12,3.2
SUP596,Gonzalez-Castro,P2168,3,4.6
SUP597,Harris LLC,P3475,19,4.4
SUP598,"Fry, Oneill and Munoz",P5150,14,2.8
SUP599,Carr and Sons,P4570,12,4.8
SUP600,Steele-Garrison,P942,11,4.8
SUP601,"Smith, Jones and Wilkins",P7850,9,2.9
SUP602,"Stafford, Johnson and Oconnor",P5390,14,4.9
SUP603,Mcbride LLC,P7892,12,3.8
SUP604,Mueller-Morgan,P5472,8,4.2
SUP605,Ayers Group,P9003,20,3.2
SUP606,Ramos-Salazar,P5369,18,4.9
SUP607,"Moreno, Suarez and Mendoza",P7895,6,2.6
SUP608,Burch and Sons,P2851,10,4.8
SUP609,Moore Group,P5144,8,3.2
SUP610,Thomas PLC,P6248,5,3.2
SUP611,Schmidt LLC,P1473,16,4.3
SUP612,Stuart-Moore,P9309,12,2.5
SUP613,Saunders-Berry,P4287,13,3.0
SUP614,Galloway-Miller,P264,18,2.5
SUP615,Williams-Ayala,P1825,7,4.2
SUP616,"Goodwin, Powell and Nichols",P6955,9,4.6
SUP617,Cruz Group,P1001,11,3.4
SUP618,Thomas-Bauer,P7855,5,4.4
SUP619,"Jones, Olsen and Summers",P3730,10,4.6
SUP620,"Ortiz, Navarro and Huffman",P6288,2,2.7
SUP621,"Smith, Gonzales and Adams",P1009,4,3.1
SUP622,"Wise, Gardner and Wolf",P8586,7,2.9
SUP623,Mcguire-Anderson,P6056,8,3.4
SUP624,Olson Ltd,P5414,9,2.6
SUP625,"Young, Perry and Miller",P9463,20,4.2
SUP626,Brown-Sampson,P1980,7,3.7
SUP627,"Shepherd, Willis and Olson",P2066,14,3.9
SUP628,"Holmes, Dominguez and Levy",P5246,4,3.3
SUP629,"Wilson, Smith and Alexander",P6424,5,4.6
SUP630,Hopkins-Fox,P7177,6,2.8
SUP631,Gates LLC,P3173,18,3.2
SUP632,Macias-Harvey,P1598,6,3.8
SUP633,"Ball, Khan and Hunter",P1376,11,3.2
SUP634,"Mclean, Cook and West",P7895,17,3.3
SUP635,"Montgomery, Mitchell and Waller",P5680,19,3.4
SUP636,Warren-Lopez,P9308,4,3.8
SUP637,"Caldwell, Mills and Gutierrez",P7051,15,3.4
SUP638,Mcintyre-Taylor,P3423,4,2.7
SUP639,Porter PLC,P5351,17,4.2
SUP640,Mendez LLC,P7501,9,4.9
SUP641,Lee Group,P9985,5,4.0
SUP642,"Bowers, Burke and Cunningham",P4255,19,4.0
SUP643,"Matthews, Howe and Stephens",P100,16,3.4
SUP644,Lopez-Holmes,P787,15,4.0
SUP645,Yoder-Rogers,P6786,3,2.7
SUP646,"Hill, Griffin and Day",P8404,10,4.3
SUP647,Maynard-Foster,P4953,3,4.2
SUP648,Salazar Group,P8207,12,4.6
SUP649,Graham Group,P5288,19,3.6
SUP650,Taylor Group,P2673,5,4.0
SUP651,"Clark, Gould and Weiss",P513,4,3.7
SUP652,Thompson-Washington,P9659,7,3.8
SUP653,Lester-Cantrell,P7403,18,3.9
SUP654,Marquez-Miller,P727,14,4.6
SUP655,"Myers, Long and Koch",P626,17,2.7
SUP656,Jones-Meyer,P8093,18,3.9
SUP657,"Owens, Harmon and Rollins",P6475,19,3.8
SUP658,"Green, Ross and Perez",P2631,3,5.0
SUP659,"Mcfarland, Cox and Cole",P2665,14,4.2
SUP660,Young Group,P6944,4,3.4
SUP661,"Foley, Mercado and Johnson",P1317,3,2.8
SUP662,Hall and Sons,P3428,20,3.4
SUP663,Griffin-Fuller,P7765,6,2.5
SUP664,"Hill, Mata and Moss",P9863,4,4.4
SUP665,Scott Ltd,P1132,12,4.1
SUP666,Roy Inc,P9892,14,4.5
SUP667,"Lewis, Young and Howard",P5907,9,3.9
SUP668,"Haas, Mosley and Fisher",P1171,12,4.7
SUP669,Hayes-Baker,P9222,17,3.0
SUP670,Stephens-Hansen,P4090,20,3.4
SUP671,Gordon-Mills,P4026,12,4.0
SUP672,Davis-Russell,P4641,7,5.0
SUP673,Barron and Sons,P6877,10,4.0
SUP674,Wise Ltd,P7366,3,4.3
SUP675,Moore-Kent,P6561,11,4.5
SUP676,Jenkins Inc,P8265,19,3.0
SUP677,"Houston, Ramirez and Marquez",P3579,15,2.9
SUP678,Brown and Sons,P7268,5,3.0
SUP679,Rubio PLC,P272,7,3.7
SUP680,Zimmerman Inc,P9785,7,2.9
SUP681,Mcdonald Group,P9769,9,4.6
SUP682,Williams LLC,P6776,9,3.6
SUP683,"Golden, Hardy and Moore",P9900,15,2.8
SUP684,Brown Inc,P2390,5,4.0
SUP685,Pierce Ltd,P146,8,3.1
SUP686,Strickland-Smith,P5954,20,3.0
SUP687,"Gould, Hickman and Blake",P1204,7,4.6
SUP688,"Melendez, Brooks and Hernandez",P8567,3,4.2
SUP689,Decker Group,P2016,18,4.1
SUP690,Wells Group,P3041,11,2.8
SUP691,Bowers-Reid,P6354,16,4.8
SUP692,"Brown, Cook and Brown",P8060,5,4.7
SUP693,"Powell, Huerta and Smith",P5220,7,3.6
SUP694,Soto-Lamb,P3788,14,4.2
SUP695,Hayes LLC,P8969,8,3.9
SUP696,"Buck, Mcdonald and Rosales",P1218,20,4.3
SUP697,Hayes Inc,P9910,5,2.8
SUP698,Roth Inc,P2882,14,4.9
SUP699,James-Charles,P8900,6,3.4
SUP700,"Soto, Mckay and Ortiz",P4421,15,3.5
SUP701,"Petersen, Carroll and Miller",P2039,7,3.6
SUP702,Calderon-White,P1705,13,3.4
SUP703,Garcia LLC,P1301,6,3.8
SUP704,Hernandez Ltd,P3989,18,4.1
SUP705,Jordan-Myers,P8028,11,4.6
SUP706,"Christian, Mccormick and Peterson",P6508,7,5.0
SUP707,Carpenter LLC,P731,19,4.0
SUP708,Mcmillan-Hill,P9044,10,4.4
SUP709,"Duarte, Hampton and Miller",P7275,19,4.2
SUP710,Palmer LLC,P233,20,4.5
SUP711,Jenkins PLC,P269,19,4.2
SUP712,"Bishop, Smith and Webb",P4506,5,3.7
SUP713,"Allen, Shea and Mayer",P6906,9,4.9
SUP714,Fisher-Foley,P7320,18,4.4
SUP715,Mendoza and Sons,P6245,17,3.8
SUP716,Romero-Lopez,P5466,3,2.7
SUP717,Michael-Reynolds,P3449,12,3.4
SUP718,Valdez LLC,P3425,8,2.7
SUP719,Castaneda and Sons,P7933,20,4.0
SUP720,Small-Williams,P4233,14,4.0
SUP721,White-Francis,P6373,3,4.6
SUP722,Gilbert PLC,P7513,3,2.6
SUP723,"Gutierrez, Burns and Cooley",P6122,11,2.9
SUP724,Richards Inc,P139,20,4.0
SUP725,Lowery-Williams,P1378,3,2.7
SUP726,Gonzalez-Burton,P1362,9,2.6
SUP727,Ramsey-Wallace,P4227,4,3.6
SUP728,Logan PLC,P9523,2,3.4
SUP729,Wall-Valenzuela,P6860,4,4.7
SUP730,"Campbell, Johnson and Lopez",P1832,16,4.7
SUP731,Hawkins Group,P7008,13,4.9
SUP732,Cummings and Sons,P1490,17,3.6
SUP733,Hunt PLC,P4761,11,3.3
SUP734,Williams Inc,P7812,16,4.1
SUP735,Peters-Huffman,P9899,14,4.8
SUP736,Evans-Davis,P1391,3,4.0
SUP737,Cain-Gordon,P339,5,5.0
SUP738,"Fowler, Taylor and Roy",P1730,8,2.8
SUP739,"Walker, Hudson and Barrett",P2879,10,3.5
SUP740,"Sims, Grimes and Castaneda",P6651,14,2.7
SUP741,"Sloan, Woods and Wood",P1182,14,4.0
SUP742,Perez-Welch,P8894,6,3.5
SUP743,Rios-Craig,P5392,6,4.8
SUP744,Gutierrez Ltd,P436,4,3.8
SUP745,"Lang, Sanders and Smith",P1788,11,2.6
SUP746,Ross-Contreras,P1502,19,4.3
SUP747,"Smith, Perez and Schwartz",P1581,9,4.3
SUP748,Garcia and Sons,P7875,19,4.0
SUP749,Franco PLC,P5428,6,3.3
SUP750,Duffy-Williams,P1868,13,2.7
SUP751,Davis Ltd,P9135,12,4.9
SUP752,Dixon-Davis,P1766,15,3.4
SUP753,"Lawson, Welch and Palmer",P2522,17,4.6
SUP754,Gray Inc,P3588,19,3.2
SUP755,Cummings-Harper,P137,15,3.2
SUP756,West-Patel,P4514,13,2.7
SUP757,Robinson Group,P5283,7,4.4
SUP758,Washington Group,P258,18,4.9
SUP759,Kelly LLC,P6941,9,4.8
SUP760,Brown Group,P7260,3,3.5
SUP761,Mcdonald PLC,P2540,16,2.5
SUP762,Smith and Sons,P5219,15,2.5
SUP763,Smith-Carr,P9720,10,4.1
SUP764,"Matthews, Richards and Carroll",P3028,3,3.5
SUP765,"Gutierrez, Lee and Roberson",P4682,12,2.7
SUP766,"Kemp, Arnold and Wilson",P6982,10,2.7
SUP767,Galloway Group,P9755,6,4.9
SUP768,"Stevenson, Miller and Davis",P1929,7,3.8
SUP769,"Long, Edwards and Fox",P4562,6,3.6
SUP770,Gonzalez LLC,P1031,4,4.7
SUP771,Sullivan Ltd,P1198,20,4.7
SUP772,Smith LLC,P9021,3,2.7
SUP773,Wong-Chase,P9254,5,3.7
SUP774,Pruitt Inc,P5630,7,4.4
SUP775,"Bridges, Rivera and Jones",P7502,8,4.0
SUP776,Ramirez Inc,P7129,19,4.2
SUP777,Burns-Wright,P4670,2,2.8
SUP778,"Lopez, Rogers and Morrison",P3729,13,4.9
SUP779,Williams-Allen,P5305,4,2.7
SUP780,Shaw-Alexander,P9158,16,3.0
SUP781,Thomas Ltd,P6967,20,3.5
SUP782,Smith Ltd,P4236,8,4.0
SUP783,"Bryant, Brown and Hernandez",P5345,17,3.5
SUP784,Smith and Sons,P171,6,3.4
SUP785,"Chase, Morse and Floyd",P4686,4,3.1
SUP786,Smith-Wilson,P7999,6,2.7
SUP787,Brown-Richardson,P3465,3,4.2
SUP788,Baxter-Barber,P5271,6,2.9
SUP789,Reynolds PLC,P7388,13,3.6
SUP790,Price-Moses,P1768,14,5.0
SUP791,Harris Group,P133,16,4.3
SUP792,Carpenter and Sons,P9666,18,4.9
SUP793,Smith-Smith,P5695,14,2.5
SUP794,"Acosta, Johnson and Johnson",P9139,5,4.3
SUP795,Reyes-George,P8946,7,2.6
SUP796,"Davis, Phillips and Andrews",P7525,16,2.9
SUP797,Johnson Ltd,P8469,4,4.1
SUP798,Bishop-Ball,P1686,14,2.6
SUP799,Gilbert Group,P780,20,2.6
SUP800,"Deleon, Banks and Goodwin",P9109,4,3.0
SUP801,Hernandez and Sons,P2385,6,3.3
SUP802,Delgado LLC,P842,6,4.6
SUP803,"Phillips, Chandler and Haney",P7887,14,4.7
SUP804,Rose-Allen,P1262,7,4.5
SUP805,Ramirez and Sons,P3589,7,3.0
SUP806,"Phillips, Gray and Ballard",P1930,14,4.4
SUP807,Griffin Group,P952,14,3.7
SUP808,"Kirby, Bray and Snyder",P4858,18,2.8
SUP809,Jones Group,P7387,17,2.6
SUP810,"Barnett, Griffin and Morris",P8351,10,4.4
SUP811,Green Group,P2572,17,3.3
SUP812,"Turner, Taylor and Mason",P6308,4,3.9
SUP813,"Simmons, Martin and Little",P1611,17,2.6
SUP814,"Miller, Howard and Salas",P7046,16,4.2
SUP815,"Torres, Miller and King",P2904,2,4.1
SUP816,Murphy-Malone,P1754,10,4.8
SUP817,Lee-Roberts,P8793,14,3.5
SUP818,"Lamb, Banks and Daniels",P1223,15,4.3
SUP819,Moore-Miller,P4650,19,4.9
SUP820,Wilkerson LLC,P8455,13,2.9
SUP821,Rosales-Murray,P5097,4,4.8
SUP822,Wright Ltd,P2544,10,2.7
SUP823,"Smith, Williams and Stevenson",P6203,17,5.0
SUP824,Norton Group,P9656,2,2.9
SUP825,Palmer-Haas,P6370,10,4.4
SUP826,"Rollins, Anthony and Carpenter",P8073,5,3.3
SUP827,"Wilson, Meza and Gonzalez",P2538,9,2.5
SUP828,Nguyen PLC,P2171,2,3.0
SUP829,"Wilson, Hunter and Duran",P8564,3,3.3
SUP830,Norris Group,P7750,6,4.1
SUP831,Rodriguez-Robinson,P1998,19,3.1
SUP832,Ramirez-Dyer,P7793,10,4.8
SUP833,Ryan-Williams,P5731,2,4.0
SUP834,"Schwartz, Perry and Wheeler",P402,10,4.5
SUP835,Rivas-Guzman,P5553,5,3.7
SUP836,"Harrison, Howard and Williams",P1021,7,5.0
SUP837,Anthony-Bryant,P3863,11,4.3
SUP838,"Bailey, Crawford and Riddle",P7823,8,2.7
SUP839,James Group,P6632,12,2.6
SUP840,Perez Ltd,P4916,18,3.5
SUP841,Young PLC,P8108,5,2.9
SUP842,Lucas-Miller,P1136,11,2.7
SUP843,"Cunningham, Jackson and Webb",P2380,13,4.5
SUP844,Odom-Aguirre,P3576,11,4.0
SUP845,"Potter, Fritz and Valdez",P8233,15,4.5
SUP846,Schultz-Simpson,P9719,4,4.8
SUP847,"Williams, Guzman and Vasquez",P3582,11,4.4
SUP848,Johnson Ltd,P3607,12,4.4
SUP849,Garcia-Hall,P177,7,3.0
SUP850,Martin Inc,P3563,13,4.1
SUP851,Wood Ltd,P5447,20,3.0
SUP852,Cole-Price,P1180,7,4.1
SUP853,Santiago-Anderson,P9764,15,3.5
SUP854,Townsend-Brewer,P3308,5,3.5
SUP855,Hernandez Inc,P4394,2,2.6
SUP856,Potts PLC,P8512,16,3.1
SUP857,Young-May,P3006,15,4.7
SUP858,"Richards, Owens and Jones",P749,15,4.5
SUP859,"Page, Sullivan and Carey",P2388,13,2.7
SUP860,Velasquez-Reyes,P3288,20,4.5
SUP861,Rowland Inc,P5395,10,2.7
SUP862,Moore-Torres,P345,7,3.1
SUP863,"Allen, Johnston and Avila",P1135,17,3.0
SUP864,Jackson PLC,P3281,7,4.8
SUP865,"Hardy, Pierce and Price",P4297,13,4.4
SUP866,"Rogers, Simpson and Vincent",P4705,18,3.2
SUP867,Jones Inc,P6693,16,4.2
SUP868,Hendricks-Green,P3712,17,3.5
SUP869,"Mccarthy, Turner and Potter",P1862,10,2.7
SUP870,Graves-Moore,P856,14,2.8
SUP871,Young LLC,P2195,2,2.5
SUP872,Thompson-Barnes,P4865,9,3.0
SUP873,"Oconnor, Ferguson and Anderson",P5877,5,3.5
SUP874,"Harris, Knight and Thomas",P3504,15,2.9
SUP875,"Martinez, Clark and Watson",P9178,18,3.2
SUP876,"Lopez, Farrell and Brennan",P6439,20,3.5
SUP877,Roberts-White,P2004,14,4.8
SUP878,"Waller, Garner and Brennan",P9779,10,2.6
SUP879,"Mason, Carter and Taylor",P9528,9,4.6
SUP880,Harris LLC,P4132,5,3.2
SUP881,"Manning, Fuller and Miles",P5372,3,3.3
SUP882,Ross Ltd,P9815,3,4.4
SUP883,Dunn-Mclean,P6656,8,3.7
SUP884,Chan PLC,P4472,18,4.1
SUP885,"Warner, Herring and Barrera",P9242,13,4.2
SUP886,"Colon, Lawson and Baxter",P7999,10,4.6
SUP887,"Simon, Glass and Ferguson",P9109,13,4.9
SUP888,"Stevens, Lawrence and Smith",P9830,11,4.8
SUP889,"Gonzalez, Jennings and Woodward",P8859,7,3.2
SUP890,"Orr, Ramos and Davis",P5235,10,4.0
SUP891,"Brewer, Sutton and Stone",P2549,4,4.2
SUP892,James Group,P11,12,4.7
SUP893,Clark LLC,P1827,12,3.8
SUP894,Wilson-Franco,P566,11,4.1
SUP895,Shannon-Williams,P7358,13,3.3
SUP896,Rodriguez Ltd,P5693,4,4.9
SUP897,Phillips-Lin,P3548,19,4.0
SUP898,Johnson and Sons,P1648,8,3.0
SUP899,"Curtis, Edwards and Maldonado",P3436,4,3.3
SUP900,Christian Group,P9754,16,4.4
SUP901,"Roberts, Conner and Welch",P2289,8,4.7
SUP902,Mercado Group,P1628,12,4.4
SUP903,"Daniels, Adams and Lynn",P3867,19,3.4
SUP904,Davila Ltd,P7897,12,4.9
SUP905,Smith-Day,P688,11,3.9
SUP906,"Lang, Watkins and Reynolds",P3813,11,2.7
SUP907,"Greene, Russell and Howard",P1064,9,4.0
SUP908,"Ball, Holland and Payne",P6321,3,2.5
SUP909,Rodriguez-Allen,P9166,10,2.8
SUP910,Schultz-Glover,P345,18,4.4
SUP911,Gordon-Ferguson,P2226,15,3.3
SUP912,"Sandoval, Landry and Clark",P9196,9,3.3
SUP913,"Meyers, Lewis and Huerta",P3050,3,3.1
SUP914,Duncan Ltd,P2065,2,3.0
SUP915,Young Inc,P6367,16,3.4
SUP916,Brewer-Thompson,P4584,16,3.9
SUP917,"White, Craig and Mcgee",P3168,15,3.5
SUP918,Schwartz-Long,P8048,3,3.5
SUP919,Baker-Stafford,P1208,19,3.6
SUP920,Thomas-Larson,P6150,11,3.9
SUP921,"Nelson, Wallace and Lee",P6356,15,3.8
SUP922,"Patterson, Trujillo and Smith",P4335,4,3.1
SUP923,Coleman Inc,P4460,20,4.6
SUP924,Hamilton LLC,P7774,10,4.9
SUP925,"James, Morton and Chavez",P3251,5,4.5
SUP926,"Robinson, Watson and Thomas",P1619,15,2.6
SUP927,"Kaufman, Gould and Huff",P4046,10,3.7
SUP928,Peterson LLC,P6684,8,2.8
SUP929,Santiago-Cole,P5837,3,4.3
SUP930,Marquez PLC,P2786,11,2.8
SUP931,Watts-Rice,P5183,4,3.6
SUP932,Garcia and Sons,P4479,9,2.5
SUP933,"Ochoa, Myers and Johnson",P8993,11,4.3
SUP934,"Stewart, Howard and Watson",P308,5,3.8
SUP935,Thomas-Jones,P4478,3,5.0
SUP936,Reed-West,P4129,5,4.1
SUP937,"Foster, Hanson and Bright",P9335,12,3.3
SUP938,Phillips-Rogers,P9043,8,4.7
SUP939,Garcia Ltd,P3694,16,4.7
SUP940,Cruz Ltd,P7565,17,4.8
SUP941,Chan-Jackson,P9421,11,2.5
SUP942,Camacho Ltd,P1221,15,3.1
SUP943,"Payne, Archer and Moody",P1125,4,2.8
SUP944,Young PLC,P9341,10,2.8
SUP945,Harmon-Taylor,P1044,13,4.9
SUP946,Curry Ltd,P6799,15,4.8
SUP947,Young-Young,P741,8,4.1
SUP948,Martinez PLC,P3854,12,2.9
SUP949,Graves and Sons,P2388,4,3.5
SUP950,Russo Inc,P6344,10,3.7
SUP951,Pearson-Waller,P9712,9,4.2
SUP952,Jarvis-Williams,P7897,11,4.0
SUP953,"Hartman, Ward and Harvey",P6859,4,3.8
SUP954,"Alvarez, Terrell and Adams",P2533,10,3.1
SUP955,Schultz-Wilson,P8337,19,3.6
SUP956,White-Lynch,P6145,20,3.9
SUP957,Taylor-Tanner,P4701,20,2.9
SUP958,Mckinney LLC,P6632,17,4.2
SUP959,Smith Inc,P4961,11,3.5
SUP960,Hopkins PLC,P7848,14,4.8
SUP961,"Mills, Smith and Santana",P1389,6,4.2
SUP962,Mcgee and Sons,P7982,8,2.8
SUP963,Gross-Harris,P1711,19,2.6
SUP964,"Delgado, Berger and Burns",P8970,16,4.8
SUP965,Peters-Wells,P1387,2,3.9
SUP966,Wilson-Harris,P9027,8,3.3
SUP967,Martinez Group,P1698,9,2.8
SUP968,Olson LLC,P473,2,4.3
SUP969,"Hill, Morris and Nixon",P7084,10,4.4
SUP970,Armstrong and Sons,P826,9,3.2
SUP971,"Lopez, Frost and Crawford",P7756,18,3.6
SUP972,Reynolds Group,P5240,7,3.6
SUP973,Peterson-Anderson,P2606,16,2.6
SUP974,Meyers-Sanchez,P3695,4,3.4
SUP975,Miller Ltd,P2887,14,2.9
SUP976,"Griffin, Melendez and Lopez",P9163,7,4.2
SUP977,"Rose, Alvarez and Watkins",P7268,3,3.5
SUP978,Farmer Group,P8122,20,2.9
SUP979,Cox Inc,P5737,4,3.9
SUP980,Daniels Inc,P813,5,4.9
SUP981,"Hunter, Anderson and Berg",P7967,12,2.9
SUP982,Jensen-Thompson,P3714,19,3.0
SUP983,Caldwell and Sons,P4236,14,4.4
SUP984,"Kim, Collier and Stokes",P148,17,3.7
SUP985,Ochoa Group,P3916,3,2.9
SUP986,Miller PLC,P249,2,3.1
SUP987,Love-Huang,P4925,13,4.0
SUP988,"Gilbert, Osborn and Sampson",P1396,3,2.9
SUP989,"Olson, Howell and Stewart",P3478,18,3.0
SUP990,"Nguyen, Cisneros and Walton",P5192,11,3.4
SUP991,"Martin, Nelson and Sanders",P9106,2,3.7
SUP992,"Mcintosh, Landry and Nelson",P8840,3,3.7
SUP993,"Gallagher, White and Carr",P3635,3,3.1
SUP994,"Fitzgerald, Perry and Bond",P3203,7,3.4
SUP995,"Hogan, Hernandez and Lopez",P6975,7,3.8
SUP996,Turner-Brooks,P291,15,4.5
SUP997,Ross and Sons,P674,10,2.7
SUP998,Martinez-Smith,P7665,20,4.2
SUP999,Frost Ltd,P3257,2,3.8
SUP1000,Walker PLC,P5574,7,2.9
SUP1001,Reynolds and Sons,P705,19,4.5
SUP1002,"Thompson, Brown and Stewart",P7878,13,2.7
SUP1003,Castillo-Hebert,P2556,8,3.4
SUP1004,"Sanchez, Snyder and West",P3403,14,4.7
SUP1005,Carlson-Cummings,P6033,19,3.7
SUP1006,Romero Group,P7126,5,4.6
SUP1007,Solis-Jordan,P8653,6,5.0
SUP1008,Williams Group,P92,7,4.8
SUP1009,Mcdaniel-Collins,P7092,16,2.8
SUP1010,Miller LLC,P7975,5,4.2
SUP1011,"Hodge, Smith and Shelton",P749,10,3.2
SUP1012,Black Ltd,P278,3,4.2
SUP1013,"Hopkins, Jacobs and Kelly",P2865,16,2.8
SUP1014,"Pratt, Simpson and Barrett",P9064,2,2.7
SUP1015,Woods Group,P6840,17,3.1
SUP1016,"Woods, Rivera and Munoz",P3251,5,3.7
SUP1017,Ritter Ltd,P6040,13,3.8
SUP1018,Martin Group,P814,11,3.7
SUP1019,"Mclaughlin, Diaz and Oneill",P8511,12,4.9
SUP1020,"Hoffman, Macdonald and Russell",P1437,6,4.1
SUP1021,Campbell-Spears,P8879,12,3.2
SUP1022,"Romero, Hood and Freeman",P9582,14,2.7
SUP1023,"Young, Torres and Gonzales",P869,3,3.0
SUP1024,"Stanley, Daniels and Bruce",P1545,20,3.1
SUP1025,Carter LLC,P5866,18,3.1
SUP1026,Thomas PLC,P7263,3,2.5
SUP1027,Martin-Clements,P6765,3,4.2
SUP1028,Richardson PLC,P9626,11,4.1
SUP1029,Anthony LLC,P7614,11,3.2
SUP1030,Ochoa-Villegas,P1650,20,3.9
SUP1031,Thompson LLC,P9442,4,2.9
SUP1032,Fuller-Huynh,P6941,14,4.6
SUP1033,Flores Group,P507,9,4.7
SUP1034,"Holmes, Gomez and Campbell",P7213,20,2.5
SUP1035,"Bell, Mosley and Anderson",P6837,4,3.0
SUP1036,"Phillips, Phillips and Gray",P2510,11,2.8
SUP1037,Dawson-Drake,P7841,15,4.9
SUP1038,Cox PLC,P7653,12,4.6
SUP1039,Smith Group,P1532,12,3.5
SUP1040,"Allen, Green and Parker",P8875,3,3.9
SUP1041,Swanson-Dickson,P1020,20,3.0
SUP1042,"Baker, Melton and Kim",P777,17,4.9
SUP1043,"Martinez, Clark and Weaver",P3673,16,2.8
SUP1044,Butler-Lloyd,P6518,2,3.1
SUP1045,Baker-Johnson,P919,10,2.8
SUP1046,Robinson-Ellison,P1783,6,4.2
SUP1047,Webster Inc,P108,4,4.3
SUP1048,"Whitaker, Armstrong and Yoder",P4498,3,4.7
SUP1049,Knox-Anderson,P6100,9,3.4
SUP1050,Jensen Group,P8289,17,3.9
SUP1051,Weeks Group,P120,18,3.8
SUP1052,Hernandez-Clark,P2954,14,4.2
SUP1053,"Mcdowell, White and Garcia",P5519,2,3.2
SUP1054,Smith-Walter,P8666,6,3.5
SUP1055,"Haynes, Gonzales and Smith",P9337,20,3.7
SUP1056,Weber PLC,P6288,16,3.0
SUP1057,"Rodriguez, Deleon and Barrera",P7642,16,3.4
SUP1058,Cameron-Dean,P2760,16,3.7
SUP1059,"Chang, Mills and Payne",P9429,14,4.7
SUP1060,Sullivan LLC,P7235,7,4.3
SUP1061,Williams-Coleman,P6304,10,3.6
SUP1062,"Snyder, Mckee and Alvarez",P9143,17,4.4
SUP1063,Williams-Kelly,P1809,2,4.7
SUP1064,"Vasquez, Austin and Moore",P8330,13,4.6
SUP1065,Myers Ltd,P2964,17,3.7
SUP1066,Smith-Dixon,P5458,11,3.5
SUP1067,Gray Ltd,P3780,20,4.0
SUP1068,Cordova-Glover,P9411,8,4.6
SUP1069,"Stewart, Delgado and Harris",P2780,8,4.4
SUP1070,Anderson LLC,P3078,16,3.2
SUP1071,Castillo-Martin,P1796,6,2.8
SUP1072,Richmond Group,P1142,8,3.9
SUP1073,Arroyo PLC,P8323,20,3.7
SUP1074,Howe-Williams,P6532,18,2.9
SUP1075,Smith Inc,P315,3,3.1
SUP1076,"Evans, Barnes and Carroll",P1548,20,3.0
SUP1077,Campbell PLC,P1685,8,4.8
SUP1078,Holloway Group,P7585,14,4.9
SUP1079,"Burns, Adams and Sharp",P4808,16,2.6
SUP1080,"Yates, Nunez and Gilbert",P1658,14,3.0
SUP1081,"Jenkins, West and Schwartz",P2812,20,4.5
SUP1082,Guerrero-Martinez,P3932,18,3.3
SUP1083,Parker-Dominguez,P5722,19,3.7
SUP1084,Stein-Williams,P7774,11,3.8
SUP1085,Gross-Hall,P1369,9,4.9
SUP1086,Wall LLC,P5964,15,3.3
SUP1087,"Brown, Yates and Tate",P216,3,3.0
SUP1088,"Stevenson, Jones and Caldwell",P215,2,4.9
