inventory_id,product_id,warehouse_id,stock_quantity,reorder_level,safety_stock,damaged_stock,last_updated
I539,P1283,W4085,284,35,62,20,2026-01-03
I540,P8305,W135,9,161,63,4,2025-09-19
I541,P8382,W9914,999,45,58,15,2026-03-08
I542,P679,W9921,242,71,29,11,2026-01-31
I543,P6626,W8026,823,159,11,5,2025-08-29
I544,P7109,W334,773,45,32,8,2025-12-06
I545,P5541,W1803,436,52,50,18,2025-09-02
I546,P335,W1422,992,184,13,10,2026-01-25
I547,P9874,W5762,816,38,53,1,2026-03-15
I548,P6363,W701,26,192,27,5,2026-02-24
I549,P5800,W774,286,14,81,3,2025-07-16
I550,P4311,W7647,383,170,26,1,2025-07-10
I551,P1882,W3345,143,10,43,17,2026-05-13
I552,P4168,W9552,708,109,83,7,2025-07-11
I553,P9379,W396,217,74,70,9,2026-02-21
I554,P9360,W8107,284,144,68,4,2026-03-13
I555,P8963,W1604,272,56,52,17,2026-02-23
I556,P3025,W5374,271,180,93,18,2025-10-31
I557,P4482,W637,538,193,59,3,2026-02-27
I558,P208,W5715,540,101,69,17,2025-06-12
I559,P9386,W4556,262,84,62,11,2025-08-09
I560,P1055,W9691,185,175,14,0,2026-01-10
I561,P1821,W1872,644,23,78,19,2025-08-15
I562,P4708,W8904,834,99,99,20,2026-04-04
I563,P2227,W4799,876,199,37,5,2025-11-04
I564,P3081,W1197,16,49,35,3,2026-03-29
I565,P3655,W6331,731,145,11,13,2026-01-20
I566,P2233,W1483,728,191,15,13,2025-10-31
I567,P8394,W6291,832,29,43,18,2025-09-08
I568,P5742,W6978,692,50,86,14,2026-02-27
I569,P7790,W1023,555,147,7,6,2026-05-08
I570,P8721,W1747,877,51,24,15,2026-02-26
I571,P7070,W9737,667,19,93,10,2026-04-06
I572,P3009,W6847,403,144,24,0,2025-07-28
I573,P5179,W6729,141,175,7,13,2025-08-10
I574,P895,W2724,801,10,74,16,2026-04-11
I575,P6104,W6423,694,167,34,14,2025-09-14
I576,P1794,W2132,469,193,10,13,2025-06-21
I577,P4553,W2097,874,83,16,3,2026-02-25
I578,P4794,W3202,720,96,31,19,2025-12-20
I579,P1376,W2215,630,169,60,7,2026-02-05
I580,P6250,W895,295,145,5,2,2025-09-21
I581,P8786,W7687,443,68,79,11,2025-08-21
I582,P4767,W1368,3,148,81,11,2026-04-30
I583,P975,W6991,459,197,17,8,2025-09-20
I584,P5710,W5468,179,141,33,2,2026-03-10
I585,P7746,W8993,175,38,37,10,2025-09-03
I586,P425,W7479,694,83,12,8,2025-10-10
I587,P7854,W6128,569,120,31,18,2026-03-11
I588,P5752,W8731,38,119,73,18,2025-12-05
I589,P4234,W6642,64,172,32,0,2026-03-06
I590,P5750,W7115,553,27,17,1,2025-07-01
I591,P5056,W8617,799,40,98,13,2026-04-28
I592,P6792,W8121,693,106,40,7,2025-09-17
I593,P183,W2782,184,61,53,11,2026-04-01
I594,P9056,W3247,869,68,17,7,2026-04-09
I595,P4830,W5220,899,195,96,6,2025-11-01
I596,P7343,W7775,220,27,66,11,2026-05-15
I597,P3285,W3602,514,75,91,10,2025-08-01
I598,P918,W77,577,130,25,20,2026-03-20
I599,P3622,W2337,788,51,16,7,2025-12-11
I600,P4386,W2212,725,194,52,12,2025-11-23
I601,P5718,W6362,753,54,88,9,2025-10-02
I602,P3448,W7608,98,129,28,7,2026-04-07
I603,P4765,W7375,67,91,71,1,2025-08-04
I604,P2205,W1524,548,24,63,15,2025-09-15
I605,P2273,W8189,657,10,64,9,2026-03-05
I606,P5822,W9040,97,53,22,20,2025-08-03
I607,P3242,W1040,813,132,61,12,2025-11-04
I608,P6466,W7941,126,143,57,0,2025-07-03
I609,P9155,W3251,756,98,59,10,2025-09-01
I610,P7283,W3003,31,78,52,17,2025-08-14
I611,P5458,W2672,527,93,29,3,2026-02-22
I612,P6905,W4918,81,29,34,10,2025-06-16
I613,P7949,W5403,287,155,97,19,2026-04-02
I614,P7564,W4148,598,144,70,1,2026-05-17
I615,P7485,W6633,716,115,69,0,2026-05-10
I616,P7557,W5922,90,54,19,14,2026-01-04
I617,P1889,W4080,600,163,21,12,2026-02-03
I618,P5088,W748,743,118,89,15,2025-06-04
I619,P9524,W8136,160,191,94,16,2026-04-03
I620,P7188,W4842,308,23,52,20,2025-12-26
I621,P3837,W5310,806,176,80,19,2025-11-04
I622,P7085,W5620,360,63,50,2,2025-10-10
I623,P51,W9872,480,130,37,19,2026-04-04
I624,P7482,W8403,922,96,83,14,2025-12-28
I625,P5697,W7427,436,38,39,6,2026-03-01
I626,P5215,W3186,408,99,41,11,2025-09-08
I627,P3041,W6136,580,199,30,13,2025-06-21
I628,P6150,W2526,936,108,67,12,2025-11-29
I629,P2004,W1274,673,145,7,15,2025-10-07
I630,P6619,W9830,922,200,88,6,2025-07-06
I631,P5834,W1896,634,163,18,16,2025-07-25
I632,P530,W9202,753,18,92,4,2026-03-29
I633,P6041,W6723,239,144,92,19,2026-04-05
I634,P4298,W776,58,81,87,20,2025-12-31
I635,P5547,W3092,484,29,8,2,2026-05-09
I636,P2572,W3393,303,69,59,5,2025-10-26
I637,P5067,W2503,172,189,29,15,2025-07-31
I638,P4163,W9996,722,28,6,4,2025-08-16
I639,P9476,W9474,62,118,23,2,2026-01-13
I640,P5799,W7462,661,98,54,10,2026-05-23
I641,P8627,W6964,789,59,84,19,2026-01-18
I642,P6275,W6962,338,163,30,8,2025-07-09
I643,P4624,W5693,516,153,64,2,2026-02-26
I644,P6143,W2431,938,180,39,19,2025-12-13
I645,P4267,W1781,953,149,73,5,2026-02-16
I646,P9848,W1382,314,127,91,2,2025-05-30
I647,P3368,W2582,506,165,60,5,2025-10-04
I648,P7456,W6358,923,33,38,17,2025-11-21
I649,P6858,W9257,605,178,17,13,2026-03-12
I650,P5737,W6389,151,200,39,14,2025-06-19
I651,P2702,W1579,681,178,84,3,2026-04-20
I652,P5745,W4609,322,200,51,10,2025-10-23
I653,P4271,W8361,138,116,61,0,2026-02-07
I654,P5852,W1616,138,12,24,5,2025-07-17
I655,P7832,W294,587,188,27,4,2026-05-27
I656,P9106,W7747,918,28,78,11,2026-02-24
I657,P1,W5256,644,171,53,7,2026-04-12
I658,P4102,W6782,945,105,89,18,2026-01-08
I659,P9581,W68,42,69,31,18,2026-03-10
I660,P780,W3217,803,58,12,20,2026-02-05
I661,P8897,W5167,782,69,22,1,2026-03-29
I662,P159,W6250,297,31,90,2,2025-07-13
I663,P3852,W6675,585,149,93,3,2025-06-10
I664,P1591,W5265,201,144,97,1,2025-11-22
I665,P6845,W3642,178,172,49,3,2025-12-27
I666,P5776,W8278,767,99,65,13,2026-02-15
I667,P391,W8958,55,44,12,2,2025-12-19
I668,P7092,W5861,726,132,11,18,2025-10-09
I669,P7831,W7455,271,107,55,2,2025-06-14
I670,P6953,W6875,563,101,81,13,2025-10-27
I671,P6110,W4638,860,108,95,10,2025-09-20
I672,P7714,W1662,530,142,87,4,2025-06-06
I673,P2148,W8027,217,26,96,5,2026-01-13
I674,P7318,W7793,570,94,95,6,2025-11-15
I675,P3461,W9165,981,125,31,16,2026-02-10
I676,P8776,W3656,49,137,13,2,2026-03-09
I677,P4631,W7093,811,36,38,20,2026-01-07
I678,P6240,W8028,48,107,47,6,2025-09-06
I679,P910,W8993,802,141,59,8,2025-11-17
I680,P4865,W9022,167,68,72,3,2025-10-01
I681,P1890,W2334,677,42,60,1,2026-03-27
I682,P1058,W3454,231,127,55,17,2025-12-11
I683,P5265,W2009,273,28,93,16,2025-12-25
I684,P1137,W4538,23,26,99,16,2025-08-10
I685,P1478,W4146,123,42,67,7,2025-11-27
I686,P5443,W9267,713,128,19,15,2026-03-08
I687,P3636,W9149,431,199,45,1,2025-12-06
I688,P2,W9744,674,74,14,11,2025-10-25
I689,P9304,W2571,366,55,60,1,2025-08-09
I690,P815,W6632,522,10,26,10,2025-06-26
I691,P8646,W3664,792,137,73,14,2025-06-03
I692,P6709,W5829,414,130,76,15,2026-03-26
I693,P663,W5084,44,77,34,2,2026-04-14
I694,P1288,W1276,826,41,23,0,2025-08-29
I695,P5301,W9227,48,65,42,0,2025-06-26
I696,P4226,W4495,829,75,35,0,2025-11-08
I697,P1088,W8425,584,197,53,1,2025-09-29
I698,P7997,W319,509,136,76,9,2026-01-24
I699,P8272,W8686,497,178,89,19,2025-11-10
I700,P8438,W7443,482,198,99,8,2026-04-28
I701,P9643,W8377,149,35,98,14,2026-04-13
I702,P1672,W9154,227,47,36,13,2025-11-15
I703,P1806,W3609,195,187,60,5,2026-03-07
I704,P5860,W4408,277,85,5,5,2026-04-01
I705,P4247,W1348,95,156,27,1,2025-06-21
I706,P5116,W6003,297,25,61,10,2025-08-08
I707,P206,W3080,61,25,38,0,2026-04-12
I708,P7270,W3412,271,190,22,16,2025-08-05
I709,P1138,W3327,52,141,43,10,2026-05-04
I710,P3440,W4059,227,61,91,16,2026-03-04
I711,P7706,W4158,322,139,54,1,2026-05-19
I712,P8363,W7334,811,48,58,11,2026-04-22
I713,P4935,W863,380,80,6,9,2025-07-09
I714,P646,W4532,16,24,88,6,2025-07-16
I715,P9510,W4807,209,126,73,4,2025-11-11
I716,P7238,W7429,477,55,41,4,2025-12-28
I717,P5081,W9608,320,199,25,5,2025-11-12
I718,P8944,W9102,111,21,28,17,2025-11-24
I719,P7871,W1401,256,101,30,19,2026-03-16
I720,P1952,W7679,30,116,54,1,2026-01-26
I721,P8580,W1989,664,14,81,17,2026-01-30
I722,P120,W2234,264,135,62,4,2025-12-05
I723,P400,W6219,381,10,47,11,2026-05-25
I724,P9629,W2336,659,59,83,11,2026-02-27
I725,P7926,W9908,26,153,38,12,2025-09-19
I726,P6933,W4751,26,54,17,14,2026-05-21
I727,P5659,W6277,945,104,25,14,2025-11-09
I728,P8913,W6963,311,120,6,20,2025-07-26
I729,P3568,W5991,769,200,64,9,2025-08-05
I730,P2806,W87,651,177,95,19,2025-12-12
I731,P4885,W380,845,69,6,0,2026-05-25
I732,P3305,W9704,14,146,26,1,2026-05-14
I733,P4869,W8094,125,120,12,18,2025-06-26
I734,P2912,W1416,441,23,33,20,2025-09-07
I735,P8896,W9011,0,23,65,17,2026-05-16
I736,P6504,W9340,961,155,17,19,2025-12-27
I737,P4592,W4296,266,95,44,1,2026-01-31
I738,P6848,W405,763,101,38,7,2025-06-17
I739,P9120,W7146,773,137,56,15,2025-07-05
I740,P9172,W6508,887,185,15,5,2025-10-06
I741,P8784,W9739,300,158,7,20,2025-09-22
I742,P3583,W2727,169,161,16,18,2025-07-30
I743,P7820,W707,276,33,49,14,2026-02-27
I744,P128,W6045,328,177,96,20,2025-07-07
I745,P9938,W5559,610,60,23,13,2026-01-31
I746,P5862,W4716,967,162,61,4,2026-03-23
I747,P5505,W8269,585,197,58,11,2025-08-22
I748,P4927,W6966,588,87,17,4,2025-07-05
I749,P8595,W6873,754,102,56,2,2025-10-10
I750,P8458,W8842,421,127,62,15,2026-04-15
I751,P3741,W4654,365,90,83,8,2026-02-24
I752,P6844,W2924,488,56,35,2,2025-07-04
I753,P4090,W1676,545,71,19,16,2025-10-08
I754,P189,W7840,433,145,54,6,2025-07-25
I755,P1136,W1194,290,115,51,5,2025-09-17
I756,P6958,W442,529,188,96,8,2026-02-19
I757,P9777,W3586,354,114,29,19,2026-01-17
I758,P8300,W5192,81,107,69,2,2026-04-29
I759,P4085,W2921,862,105,96,15,2026-02-27
I760,P1230,W6343,686,113,9,13,2025-10-31
I761,P861,W8121,761,174,80,6,2025-12-26
I762,P1630,W9738,484,141,9,1,2026-01-29
I763,P773,W2026,478,88,59,3,2025-06-15
I764,P897,W1141,166,49,84,16,2025-12-27
I765,P4529,W2986,643,36,16,9,2025-08-12
I766,P5145,W4974,474,15,87,13,2025-10-11
I767,P1975,W9445,820,22,64,6,2025-06-12
I768,P43,W2044,716,195,50,0,2025-12-16
I769,P571,W3659,649,67,42,6,2025-10-25
I770,P3347,W3095,748,38,72,11,2026-01-17
I771,P5520,W8542,448,112,12,7,2025-06-10
I772,P3691,W9507,477,67,70,11,2025-06-21
I773,P1081,W2720,355,192,73,5,2025-10-16
I774,P7854,W2366,20,74,82,5,2025-11-03
I775,P3716,W272,502,15,71,19,2026-04-17
I776,P6657,W4308,556,111,63,1,2025-07-13
I777,P2465,W8714,335,99,41,7,2025-08-13
I778,P2744,W4004,358,37,51,5,2025-09-04
I779,P3314,W5065,595,75,47,2,2025-12-26
I780,P7154,W1936,238,191,33,10,2025-07-23
I781,P8378,W2428,316,89,73,17,2026-03-17
I782,P3147,W1432,79,13,36,13,2025-08-08
I783,P21,W1569,965,164,24,7,2025-07-28
I784,P9685,W6746,779,106,84,2,2026-01-17
I785,P7161,W5780,646,108,21,19,2025-10-04
I786,P148,W2902,15,133,56,13,2026-02-09
I787,P4912,W7937,16,85,40,8,2025-10-04
I788,P1090,W5583,419,60,92,8,2025-12-15
I789,P4969,W5719,767,116,50,0,2025-08-25
I790,P6412,W1675,725,15,23,18,2026-01-22
I791,P1533,W3198,665,16,37,14,2025-09-08
I792,P278,W4275,905,135,99,10,2025-08-01
I793,P3312,W3796,605,124,33,1,2025-12-24
I794,P1167,W8743,556,42,86,5,2026-01-30
I795,P7732,W8404,491,76,27,10,2025-12-17
I796,P1283,W4609,766,63,20,9,2025-06-25
I797,P4591,W9161,263,123,36,19,2026-03-17
I798,P9802,W960,942,17,46,11,2025-07-02
I799,P9347,W9891,96,12,47,18,2026-04-23
I800,P6859,W9930,321,20,40,13,2025-12-13
I801,P1393,W2403,132,154,97,14,2026-03-20
I802,P7487,W6466,144,69,27,4,2025-06-18
I803,P2383,W6870,119,121,81,3,2025-10-01
I804,P4384,W7037,139,106,6,0,2025-11-13
I805,P4642,W4752,453,195,55,9,2026-02-16
I806,P4950,W6733,86,30,91,10,2026-03-12
I807,P7334,W191,780,64,89,0,2026-05-06
I808,P9071,W6423,406,22,47,1,2025-10-15
I809,P9215,W4586,977,39,21,6,2025-10-18
I810,P1389,W1988,835,176,53,18,2026-05-09
I811,P1957,W9489,634,66,32,17,2026-04-14
I812,P4787,W705,673,134,19,11,2025-12-17
I813,P1625,W161,67,143,75,17,2025-12-22
I814,P8212,W3786,680,64,46,15,2025-10-20
I815,P9447,W8928,208,101,26,2,2025-07-28
I816,P7553,W7666,491,188,20,1,2025-06-25
I817,P2727,W2992,124,104,85,14,2026-05-19
I818,P8839,W9538,810,66,17,17,2026-04-26
I819,P4828,W6878,378,70,66,14,2026-03-16
I820,P5409,W4082,966,74,51,6,2025-06-03
I821,P9707,W1028,56,21,20,20,2025-10-02
I822,P9087,W965,429,129,98,8,2025-11-13
I823,P5775,W8374,964,118,55,6,2025-06-28
I824,P3743,W247,312,19,33,18,2026-04-18
I825,P9981,W5065,90,131,70,0,2026-05-19
I826,P1894,W6907,894,173,17,1,2025-11-15
I827,P411,W7691,764,111,15,11,2025-09-14
I828,P6003,W4011,133,35,68,17,2026-03-08
I829,P2387,W2940,271,29,60,1,2025-07-12
I830,P4233,W7708,728,140,16,14,2025-12-17
I831,P7861,W4807,110,10,62,4,2026-05-20
I832,P9345,W8303,880,29,75,6,2026-02-27
I833,P6062,W9204,683,165,34,2,2025-06-27
I834,P9791,W5467,909,121,82,16,2026-04-14
I835,P6630,W4707,759,48,40,18,2026-04-10
I836,P8036,W4715,479,45,96,19,2025-08-23
I837,P5168,W2497,53,14,42,4,2025-08-07
I838,P8910,W6002,995,93,63,17,2026-04-05
I839,P3502,W3418,268,162,99,18,2025-08-28
I840,P2602,W463,236,90,72,1,2025-12-28
I841,P4489,W3190,165,156,75,9,2025-11-17
I842,P1766,W2019,410,94,79,10,2025-08-09
I843,P56,W7302,351,123,89,14,2025-06-06
I844,P2491,W9294,505,106,57,0,2025-10-25
I845,P9202,W9900,331,74,80,0,2025-12-03
I846,P7485,W5987,518,29,5,0,2025-06-07
I847,P1248,W9583,382,64,17,2,2025-06-06
I848,P5123,W4443,543,166,7,15,2025-12-07
I849,P9340,W2513,831,167,52,6,2026-01-11
I850,P5871,W1047,488,191,45,15,2025-08-28
I851,P5329,W7729,912,46,31,7,2025-07-20
I852,P5830,W3667,864,25,25,6,2025-07-12
I853,P1770,W1093,77,175,27,20,2025-12-23
I854,P4647,W5239,675,173,20,1,2025-09-09
I855,P936,W1276,300,13,78,1,2025-06-13
I856,P746,W749,661,68,44,19,2026-02-18
I857,P2267,W4136,530,78,81,2,2026-01-11
I858,P8169,W106,953,80,57,0,2025-07-05
I859,P6960,W8528,376,49,19,6,2025-11-13
I860,P6154,W2459,590,74,67,4,2025-08-09
I861,P557,W1277,803,12,14,4,2026-02-14
I862,P4931,W8807,147,43,54,2,2026-02-13
I863,P8568,W4230,862,39,79,15,2025-09-20
I864,P5064,W8327,215,120,55,1,2026-03-25
I865,P46,W7411,485,198,15,16,2025-10-02
I866,P2106,W7234,490,30,87,3,2026-05-11
I867,P6575,W8784,874,113,36,13,2025-09-03
I868,P7906,W3975,532,153,80,9,2025-09-21
I869,P6583,W3709,583,184,62,18,2025-06-21
I870,P4052,W4782,213,121,47,4,2026-03-20
I871,P8662,W2952,535,140,34,15,2025-07-07
I872,P3321,W6887,190,84,79,4,2025-08-25
I873,P763,W2520,581,147,11,1,2025-06-29
I874,P1333,W6553,561,69,98,15,2025-11-01
I875,P7751,W5181,484,93,49,9,2026-03-22
I876,P2125,W6767,378,109,73,12,2025-11-17
I877,P3493,W5940,31,16,72,0,2025-08-05
I878,P6375,W6918,240,57,95,5,2025-06-26
I879,P6348,W1839,968,56,98,8,2026-05-06
I880,P8738,W9072,277,142,61,8,2025-08-27
I881,P8106,W4336,636,105,51,4,2026-03-21
I882,P738,W403,580,108,44,8,2026-01-17
I883,P1660,W1846,146,29,19,10,2025-11-26
I884,P7151,W5871,527,35,80,11,2025-09-20
I885,P3884,W1304,849,142,48,0,2025-06-04
I886,P8838,W6953,320,143,53,7,2025-11-06
I887,P9021,W8157,495,49,25,17,2026-01-01
I888,P5087,W4987,871,57,22,13,2025-12-10
I889,P4213,W9360,292,88,71,4,2025-06-02
I890,P8793,W2506,44,178,28,11,2025-09-26
I891,P1998,W3243,540,152,80,11,2025-12-10
I892,P2688,W5311,71,18,22,14,2025-07-28
I893,P4823,W2495,42,81,13,1,2025-06-11
I894,P1951,W5149,46,84,80,16,2025-10-14
I895,P5164,W3303,532,100,7,13,2025-12-10
I896,P6820,W3409,431,45,27,15,2025-10-31
I897,P7471,W7282,296,107,68,16,2025-12-16
I898,P218,W4765,552,66,94,19,2025-09-04
I899,P8913,W7612,42,135,85,12,2026-05-23
I900,P5889,W5885,297,170,34,16,2025-11-10
I901,P2136,W5326,241,194,32,3,2025-11-30
I902,P5680,W9852,790,94,43,6,2026-03-22
I903,P3686,W2198,796,181,33,15,2025-05-30
I904,P2998,W3912,580,13,98,1,2026-03-16
I905,P1577,W7505,548,51,94,9,2026-03-16
I906,P3083,W448,841,83,52,11,2026-04-25
I907,P1211,W6714,240,77,90,5,2025-11-01
I908,P964,W5234,579,163,75,18,2026-04-03
I909,P638,W5943,717,121,99,17,2025-08-19
I910,P1106,W3996,263,55,35,3,2025-10-18
I911,P6189,W4483,262,143,10,5,2025-06-22
I912,P7182,W1795,867,185,22,14,2025-08-18
I913,P8649,W6937,658,200,20,15,2025-08-12
I914,P3137,W9660,571,67,9,18,2026-04-10
I915,P9960,W3227,552,199,84,1,2025-08-04
I916,P2658,W6596,39,51,75,5,2025-09-27
I917,P9410,W9886,615,24,26,18,2026-02-07
I918,P137,W6861,220,66,43,13,2026-02-02
I919,P9694,W6844,569,102,13,15,2026-04-09
I920,P1431,W2973,86,185,39,20,2025-12-18
I921,P6400,W1580,276,150,47,19,2026-01-26
I922,P2078,W9935,622,101,35,2,2026-01-24
I923,P3194,W8663,476,24,32,15,2025-06-08
I924,P6970,W9252,494,120,81,4,2025-09-22
I925,P7998,W210,9,172,73,12,2025-06-20
I926,P6629,W2496,875,65,44,14,2026-03-01
I927,P976,W9882,882,64,38,7,2026-02-10
I928,P3074,W815,75,53,30,14,2026-01-06
I929,P9221,W2823,617,18,36,7,2026-04-07
I930,P6844,W2662,434,70,76,20,2025-11-28
I931,P7460,W9887,946,134,87,18,2025-10-21
I932,P9164,W5857,374,128,91,0,2025-08-03
I933,P6845,W9117,611,87,87,19,2026-02-20
I934,P9423,W3679,977,197,80,0,2025-05-28
I935,P5209,W4405,578,99,92,3,2025-10-28
I936,P8666,W1389,288,112,89,16,2025-11-20
I937,P2395,W4987,182,88,57,0,2025-11-02
I938,P2735,W6179,776,30,45,11,2026-02-11
I939,P691,W3571,732,71,19,3,2025-11-27
I940,P5578,W1534,953,11,45,7,2025-10-26
I941,P3431,W1871,109,59,20,10,2026-01-05
I942,P9518,W784,833,56,12,20,2026-04-13
I943,P4734,W8952,377,126,64,10,2025-09-18
I944,P1512,W6990,847,132,34,18,2025-08-30
I945,P9432,W8906,202,28,6,10,2026-02-21
I946,P7268,W8856,62,75,58,1,2025-06-10
I947,P6591,W3780,644,123,19,2,2025-10-06
I948,P5604,W9564,970,76,52,17,2025-09-23
I949,P4596,W9317,319,17,22,11,2025-06-23
I950,P7650,W9148,566,134,46,6,2026-01-07
I951,P8583,W5368,346,168,70,16,2026-01-30
I952,P6589,W5670,4,152,91,3,2026-03-29
I953,P9053,W9669,514,143,12,5,2026-04-26
I954,P9709,W7789,87,196,7,13,2026-01-06
I955,P1416,W4780,523,48,63,5,2026-02-19
I956,P5027,W8896,346,58,17,20,2025-11-22
I957,P529,W2526,755,107,67,4,2025-12-18
I958,P2169,W9041,46,41,95,13,2025-10-19
I959,P1344,W1314,875,65,75,17,2025-08-25
I960,P5805,W2040,874,192,21,13,2025-07-20
I961,P4313,W9711,423,21,52,20,2025-06-28
I962,P9991,W5723,285,118,62,11,2025-07-17
I963,P2426,W6139,631,79,60,5,2026-01-13
I964,P6017,W2425,892,88,81,10,2025-08-21
I965,P655,W3490,958,49,11,18,2026-03-22
I966,P3321,W8720,585,47,77,15,2026-01-07
I967,P5299,W9510,818,13,37,12,2025-12-02
I968,P410,W7434,676,193,10,6,2025-07-26
I969,P9637,W9077,746,59,85,16,2026-02-17
I970,P3538,W6166,877,97,37,18,2025-06-06
I971,P3187,W8387,165,167,78,4,2026-04-11
I972,P9741,W6861,949,122,69,10,2026-02-05
I973,P5277,W7754,530,199,89,12,2026-03-24
I974,P9060,W1075,849,27,8,4,2026-03-15
I975,P3094,W3077,174,175,16,8,2025-06-26
I976,P6815,W5278,952,186,48,7,2026-02-28
I977,P5883,W1279,549,146,53,1,2026-04-04
I978,P9439,W6444,827,11,67,7,2025-09-13
I979,P7490,W1997,308,189,92,9,2026-04-16
I980,P9910,W1301,104,94,22,10,2026-05-02
I981,P5523,W380,234,14,90,3,2026-03-09
I982,P5682,W7010,909,42,83,6,2026-04-03
I983,P93,W4298,492,27,55,16,2025-07-03
I984,P4318,W7286,912,59,61,4,2025-07-27
I985,P7368,W9183,635,102,12,3,2025-06-13
I986,P9509,W5550,621,197,70,11,2026-03-07
I987,P1858,W8074,599,81,17,9,2025-06-29
I988,P2462,W7826,552,76,41,2,2026-04-20
I989,P61,W5335,373,99,94,17,2025-06-03
I990,P1310,W445,634,147,92,17,2025-06-09
I991,P3236,W4920,592,110,20,6,2025-06-12
I992,P8747,W9098,612,88,12,13,2025-08-18
I993,P6157,W1421,279,190,93,5,2026-02-15
I994,P3054,W5749,668,194,44,11,2026-03-05
I995,P5391,W3254,786,37,6,9,2026-02-17
I996,P391,W6784,302,137,63,11,2025-10-04
I997,P5268,W2161,765,105,21,15,2025-12-16
I998,P2090,W5674,746,78,30,9,2025-07-26
I999,P7012,W370,616,125,69,19,2025-11-17
I1000,P4623,W4939,817,54,62,16,2026-03-11
I1001,P6122,W9578,299,154,85,12,2025-07-18
I1002,P5543,W233,663,45,99,17,2026-02-22
I1003,P6794,W489,517,177,29,7,2026-01-27
I1004,P6362,W7937,86,99,42,18,2025-10-22
I1005,P9376,W7184,194,121,64,15,2025-05-31
I1006,P2598,W2888,605,30,69,13,2026-01-13
I1007,P6950,W1913,541,83,16,3,2025-11-10
I1008,P4618,W203,10,102,50,2,2025-09-26
I1009,P3994,W6682,13,44,53,13,2025-12-08
I1010,P2897,W259,938,46,59,7,2025-07-12
I1011,P4212,W9745,562,102,6,12,2025-11-14
I1012,P2856,W8000,132,120,24,7,2026-02-24
I1013,P2406,W9550,2,152,72,7,2026-03-09
I1014,P8814,W6671,653,64,29,14,2026-02-03
I1015,P7966,W172,439,11,42,3,2025-06-14
I1016,P3340,W7552,385,116,31,16,2026-02-02
I1017,P1142,W7843,181,159,75,6,2026-03-10
I1018,P4270,W7175,927,27,9,11,2025-07-28
I1019,P7270,W5082,885,130,59,7,2025-08-27
I1020,P71,W6379,369,51,70,15,2026-05-27
I1021,P6139,W5551,179,129,95,6,2025-12-29
I1022,P1003,W9723,235,46,85,16,2025-11-07
I1023,P3517,W69,433,15,66,17,2025-09-25
I1024,P1445,W9711,575,199,55,8,2025-10-01
I1025,P7626,W7856,969,153,66,5,2025-09-27
I1026,P964,W7932,809,150,5,5,2025-10-06
I1027,P2617,W275,498,196,45,14,2025-09-19
I1028,P2233,W7750,30,100,44,16,2026-05-09
I1029,P1448,W4215,696,125,41,15,2026-03-15
I1030,P6102,W945,192,112,95,19,2026-02-13
I1031,P9450,W4947,478,96,75,17,2026-02-08
I1032,P4671,W5701,542,53,88,7,2026-01-22
I1033,P6061,W428,937,43,70,12,2025-12-17
I1034,P3247,W2507,467,119,44,0,2025-10-12
I1035,P6500,W2753,713,30,47,6,2026-03-13
I1036,P8863,W6361,601,47,13,9,2026-04-29
I1037,P4758,W407,512,146,90,12,2026-04-02
I1038,P1114,W6626,537,143,7,20,2025-10-07
I1039,P3170,W9967,897,139,82,6,2025-10-12
I1040,P6575,W3887,234,33,49,20,2026-02-28
I1041,P6117,W9662,58,68,27,10,2025-12-17
I1042,P2015,W8234,529,145,5,2,2025-08-27
I1043,P4930,W4964,572,141,83,9,2025-11-26
I1044,P1793,W274,165,71,34,10,2025-07-30
I1045,P3122,W8518,820,135,94,9,2026-03-21
I1046,P9377,W4203,78,45,24,7,2025-12-04
I1047,P5601,W9976,778,105,72,15,2026-05-26
I1048,P7213,W9257,366,116,56,7,2026-03-13
I1049,P2374,W2781,287,54,40,11,2026-02-19
I1050,P665,W909,696,65,49,19,2026-04-02
I1051,P5224,W7004,764,183,89,1,2026-02-25
I1052,P1533,W9777,657,180,35,10,2025-07-09
I1053,P7178,W3215,345,141,72,10,2025-09-14
I1054,P7641,W7447,840,185,36,15,2025-12-10
I1055,P1494,W9531,601,158,24,7,2025-11-17
I1056,P4161,W8576,90,25,66,12,2025-12-28
I1057,P9845,W8743,708,124,95,5,2026-02-25
I1058,P454,W5027,451,130,9,2,2026-02-01
I1059,P6198,W5169,932,56,44,16,2026-01-18
I1060,P8616,W143,129,12,26,3,2025-08-14
I1061,P532,W8007,627,160,13,5,2025-11-18
I1062,P2769,W4925,206,115,84,1,2026-02-17
I1063,P9400,W7151,0,151,51,6,2025-12-03
I1064,P9777,W3618,911,51,41,16,2026-02-10
I1065,P3447,W6001,423,123,86,3,2025-06-08
I1066,P4408,W6187,118,19,72,20,2026-03-03
I1067,P3587,W1115,972,136,86,17,2025-09-13
I1068,P2102,W5444,248,41,21,15,2025-11-06
I1069,P7291,W8990,105,102,23,17,2025-08-17
I1070,P1846,W2609,668,142,76,5,2026-03-25
I1071,P9102,W8017,726,70,27,20,2025-06-01
I1072,P7915,W808,834,103,51,3,2025-08-13
I1073,P110,W9154,151,37,88,8,2026-05-04
I1074,P2549,W1777,277,96,33,3,2026-04-16
I1075,P4119,W6318,77,132,52,18,2025-09-07
